availability,size,total_sqft,bath,balcony,Pincode,price
18,4,1650,2,1,560037,140
18,4,950,2,1,560037,45
18,4,1068,2,1,560037,43
18,4,860,1,2,560037,31
18,4,3000,5,0,560037,130
18,4,1756,3,2,560037,66.73
18,4,1205,2,1,560037,41
18,4,1120,8,0,560037,155
18,4,1800,3,2,560037,125
18,4,8321,5,2,560037,2912
18,4,1604,3,0,560037,68
18,4,2732,4,3,560037,204
18,4,1015,2,2,560037,25.88
18,4,1200,2,2,560037,42
18,4,1010,2,2,560037,38
18,4,1250,3,0,560037,170
18,4,1010,2,1,560037,41
18,4,1050,2,2,560037,33.1
18,4,1710,3,2,560037,85
18,4,1248.52,3,2,560037,115
18,4,410,1,1,560037,10
18,4,1656,2,1,560037,62.93
18,4,1451,3,1,560037,68
18,4,1200,3,0,560037,175
18,4,1250,2,2,560037,93
18,4,4395,3,3,560037,240
18,4,4600,6,2,560037,650
18,4,1340,2,3,560037,42
18,4,1100,2,2,560037,38.5
18,4,6000,6,0,560037,700
18,4,1700,3,1,560037,71
18,4,1200,5,0,560037,150
18,4,1096,2,1,560037,43
18,4,1160,2,1,560037,33.5
18,4,1936,3,2,560037,139
18,4,1269,2,2,560037,63
18,4,3500,3,1,560037,630
18,4,1586,3,1,560037,125
18,4,1376,2,1,560037,124
18,4,1452,3,3,560037,56.5
18,4,1538,3,1,560037,107
18,4,1427,2,1,560037,130
18,4,935,2,0,560037,40
18,4,1220,2,3,560037,65
18,4,1197,2,1,560037,77
18,4,674,1,1,560037,19.9
18,4,410,1,1,560037,15
18,4,1573,3,1,560037,90
18,4,1135,2,2,560037,58
18,4,1400,2,1,560037,40.43
18,4,1200,1,0,560037,65
18,4,1800,3,0,560037,95
18,4,2045,3,2,560037,108
18,4,1268,2,1,560037,56
18,4,883,2,1,560037,39
18,4,1600,3,3,560037,100
18,4,1056,2,2,560037,70
18,4,1200,11,0,560037,105
18,4,4500,4,0,560037,330
18,4,1204,2,2,560037,58
18,4,1410,2,1,560037,54
18,4,1460,2,1,560037,80.3
18,4,1100,2,1,560037,41.18
18,4,1310,2,1,560037,88
18,4,1600,3,2,560037,90
18,4,1250,2,2,560037,55
18,4,1665,3,2,560037,74.93
18,4,1345,2,1,560037,57
18,4,2000,5,2,560037,240
18,4,1416,2,2,560037,67
18,4,1145,2,2,560037,46
18,4,7200,10,3,560037,200
18,4,1231,3,2,560037,58
18,4,1664,3,0,560037,73.95
18,4,2000,3,1,560037,76
18,4,972,2,2,560037,43
18,4,4500,4,3,560037,345
18,4,1185,2,1,560037,47.39
18,4,1750,3,2,560037,81
18,4,3155,4,0,560037,316
18,4,1007,2,1,560037,68
18,4,1700,3,2,560037,200
18,4,1250,2,2,560037,85
18,4,1200,2,1,560037,54
18,4,994,2,1,560037,42.28
18,4,1150,2,2,560037,40
18,4,1220,2,2,560037,46
18,4,1441,2,1,560037,115
18,4,1157,2,2,560037,47.32
18,4,1300,6,3,560037,150
18,4,1400,2,2,560037,105
18,4,1370.07,3,1,560037,65
18,4,1200,4,1,560037,130
18,4,900,2,1,560037,40
18,4,418,1,1,560037,17
18,4,1200,3,1,560037,80
18,4,1200,2,3,560037,43
18,4,1062,2,1,560037,42.48
18,4,1120,2,1,560037,51
18,4,1012,2,1,560037,44
18,4,1500,2,1,560037,200
18,4,950,4,0,560037,180
18,4,675,2,2,560037,13.5
18,4,1430,2,2,560037,78
18,4,1195,2,1,560037,56
18,4,2640,5,1,560037,150
18,4,1075,2,1,560037,42
18,4,782,4,2,560037,85
18,4,1011,2,1,560037,59
18,4,1450,2,1,560037,102
18,4,1129,2,1,560037,69
18,4,1126,2,1,560037,36
18,4,1200,3,0,560037,110
18,4,1180,2,2,560037,45
18,4,600,4,2,560037,125
18,4,940,4,2,560037,45
18,4,1933,3,2,560037,140
18,4,1082,2,2,560037,64
18,4,2400,8,1,560037,250
18,4,610,1,0,560037,28
18,4,1560,4,1,560037,160
18,4,1300,3,3,560037,77.99
18,4,3850,6,0,560037,205
18,4,1125,2,1,560037,46
18,4,2400,7,2,560037,107
18,4,777.4,2,0,560037,25
18,4,2500,3,1,560037,65
18,4,1798,3,0,560037,150
18,4,1864,3,2,560037,120
18,4,1115,2,1,560037,51.91
18,4,400,1,1,560037,25
18,4,1200,2,1,560037,70
18,4,992,2,2,560037,24.8
18,4,950,2,3,560037,57
18,4,1500,4,3,560037,185
18,4,1200,2,1,560037,62
18,4,1735,3,2,560037,70
18,4,1750,3,3,560037,172
18,4,1009,2,2,560037,56
18,4,1470,2,3,560037,102
18,4,1527,3,2,560037,115
18,4,985,2,1,560037,45
18,4,3300,4,2,560037,135
18,4,1277,2,1,560037,77
18,4,1100,2,1,560037,62
18,4,1820,3,2,560037,140
18,4,1530,3,3,560037,87
18,4,1886,3,2,560037,205
18,4,1200,2,0,560037,190
18,4,1880,4,2,560037,110
18,4,1255,2,2,560037,52.35
18,4,700,2,1,560037,36
18,4,1140,2,2,560037,46
18,4,1025,2,1,560037,29.6
18,4,3453,4,2,560037,247
18,4,1490,2,2,560037,59.6
18,4,1200,4,2,560037,165
18,4,1850,3,2,560037,140
18,4,1250,2,1,560037,78
18,4,2400,3,1,560037,108
18,4,3522,5,3,560037,716
18,4,1244,2,2,560037,88
18,4,623,4,1,560037,75
18,4,1025,2,1,560037,28.57
18,4,1034,2,1,560037,38
18,4,1191,2,2,560037,33.34
18,4,1719,3,2,560037,71
18,4,1035,2,1,560037,39.33
18,4,1500,3,2,560037,230
18,4,1470,2,2,560037,84.22
18,4,1140,2,1,560037,50.66
18,4,1752.12,3,2,560037,125
18,4,600,6,2,560037,80
18,4,600,3,1,560037,84
18,4,2990,3,2,560037,170
18,4,1660,3,2,560037,85
18,4,1275,3,3,560037,63.43
18,4,1365,3,1,560037,52.81
18,4,1200,2,0,560037,90
18,4,2546,3,0,560037,170
18,4,1392,3,1,560037,69.46
18,4,1245,2,1,560037,59.76
18,4,1200,3,1,560037,65
18,4,1162,2,2,560037,64.08
18,4,1476,2,1,560037,73
18,4,700,1,1,560037,21.5
18,4,3600,6,1,560037,170
18,4,943,2,2,560037,48
18,4,1150,2,1,560037,170
18,4,1113,2,1,560037,44.5
18,4,1615,3,2,560037,69.43
18,4,1279,2,3,560037,100
18,4,1256,2,1,560037,60
18,4,1805,3,2,560037,280
18,4,1350,3,1,560037,65
18,4,1525,3,2,560037,68.63
18,4,1357,2,1,560037,123
18,4,1645,3,2,560037,117
18,4,1777.26,3,2,560037,92
18,4,845,2,2,560037,32
18,4,900,2,0,560037,25
18,4,1210,2,1,560037,64.15
18,4,829,2,1,560037,22.8
18,4,1879,3,2,560037,155
18,4,1250,2,2,560037,50
18,4,1200,2,2,560037,35
18,4,1108,2,1,560037,60
18,4,1401,3,2,560037,69
18,4,1157,2,1,560037,75
18,4,1185,2,1,560037,42.66
18,4,1751,3,2,560037,115
18,4,1550,3,1,560037,250
18,4,1880,3,2,560037,96.5
18,4,1175,2,2,560037,38
18,4,1407,2,1,560037,98.49
18,4,1000,2,2,560037,50
18,4,1518,3,3,560037,75
18,4,3600,4,2,560037,300
18,4,1027,2,1,560037,67
18,4,3730,6,2,560037,430
18,4,1145,2,2,560037,46
18,4,1260,2,2,560037,113
18,4,1500,2,3,560037,47.25
18,4,1737,2,1,560037,57.32
18,4,1600,4,1,560037,120
18,4,1500,3,2,560037,135
18,4,1120,2,0,560037,60
18,4,1200,4,1,560037,240
18,4,1030,2,1,560037,46.5
18,4,2500,6,1,560037,88
18,4,1057,2,1,560037,35
18,4,2774,4,3,560037,208
18,4,1460,2,2,560037,38.5
18,4,1075,2,1,560037,53.7
18,4,1080,2,1,560037,60
18,4,3626,5,3,560037,788
18,4,5100,7,0,560037,225
18,4,1139.7,2,1,560037,45
18,4,1074,2,1,560037,42.8
18,4,1200,2,1,560037,46.13
18,4,2425,5,1,560037,175
18,4,1323,2,2,560037,74
18,4,1232,2,1,560037,69.61
18,4,900,2,1,560037,40
18,4,740,1,1,560037,23.65
18,4,1920,3,2,560037,134
18,4,1550,3,2,560037,96
18,4,1588,2,3,560037,90
18,4,2300,4,1,560037,240
18,4,3600,8,2,560037,165
18,4,1308,2,1,560037,86
18,4,1340,2,2,560037,54.27
18,4,3280,9,3,560037,450
18,4,2170,3,2,560037,265
18,4,1719,3,2,560037,135
18,4,1107.83,2,1,560037,41.51
18,4,1200,2,1,560037,45.84
18,4,1090,2,1,560037,31.48
18,4,1500,5,2,560037,210
18,4,1660,3,2,560037,104
18,4,1247,2,1,560037,58.56
18,4,1595,3,2,560037,96
18,4,1175,2,2,560037,50
18,4,1200,8,0,560037,135
18,4,1184,2,1,560037,78
18,4,1100,2,2,560037,55
18,4,935,2,0,560037,78
18,4,1200,2,2,560037,60
18,4,2400,5,1,560037,408
18,4,1000,2,1,560037,45
18,4,1000,2,0,560037,52
18,4,1705,3,2,560037,85
18,4,1060,2,2,560037,58.3
18,4,2325,4,1,560037,120
18,4,1347,2,2,560037,55
18,4,1200,8,3,560037,250
18,4,1402,2,2,560037,95
18,4,2280,4,2,560037,125
18,4,1225,2,2,560037,71.05
18,4,1080,2,1,560037,53
18,4,4000,7,0,560037,90
18,4,1919,3,0,560037,300
18,4,1100,2,2,560037,42.6
18,4,2500,4,3,560037,225
18,4,1200,2,2,560037,78
18,4,1565,2,2,560037,57.91
18,4,1200,3,0,560037,78
18,4,1581,3,3,560037,76
18,4,2882,5,1,560037,200
18,4,1440,5,2,560037,97
18,4,2180,3,3,560037,273
18,4,7000,8,0,560037,450
18,4,985,2,1,560037,38.92
18,4,950,2,2,560037,35
18,4,1339,2,2,560037,55
18,4,1449,3,1,560037,72
18,4,1200,4,2,560037,180
18,4,1100,2,2,560037,38.68
18,4,2700,3,2,560037,200
18,4,1100,2,3,560037,55
18,4,1140,2,1,560037,32.92
18,4,3009,3,2,560037,330
18,4,3300,8,3,560037,310
18,4,800,1,2,560037,30
18,4,2000,4,0,560037,65
18,4,1200,4,1,560037,190
18,4,1300,2,3,560037,95
18,4,1220,2,2,560037,60
18,4,2289,3,2,560037,178
18,4,1170,2,1,560037,56
18,4,1350,2,2,560037,89.5
18,4,883,2,1,560037,45
18,4,1698,3,2,560037,125
18,4,1060,2,1,560037,58.5
18,4,1185,2,2,560037,75
18,4,2051,3,1,560037,180
18,4,1404,2,1,560037,72
18,4,1252,2,1,560037,67
18,4,1885,3,1,560037,125
18,4,3381,6,3,560037,225
18,4,980,2,2,560037,42
18,4,2500,3,3,560037,340
18,4,1420,3,1,560037,66
18,4,1166,6,0,560037,135
18,4,2312,3,2,560037,156
18,4,3000,4,0,560037,130
18,4,1175,2,1,560037,70
18,4,1145,2,2,560037,51
18,4,970,2,1,560037,52.5
18,4,1125,2,1,560037,32.49
18,4,5000,4,0,560037,300
18,4,2150,3,3,560037,240
18,4,1635,3,1,560036,57
18,4,3425,3,1,560036,320
18,4,2950,4,3,560036,253
18,4,1200,2,1,560036,66
18,4,1335,2,2,560036,73.43
18,4,4450,6,0,560036,449
18,4,1166,2,1,560035,64.08
18,4,2390,3,1,560035,372
18,4,1460,2,1,560035,90
18,4,1690,3,3,560035,50
18,4,1386,3,2,560035,93
18,4,1090,2,2,560035,32
18,4,1732,3,1,560035,85.73
18,4,1390,2,1,560035,72
18,4,1095,2,1,560035,85.41
18,4,416,1,1,560035,17.19
18,4,2400,2,3,560035,50
18,4,1350,2,3,560035,85
18,4,1453,2,2,560035,73
18,4,1226,2,1,560035,65
18,4,784,2,2,560035,165
18,4,1168,2,1,560035,68
18,4,1776,3,2,560035,124
18,4,1634,3,2,560035,68
18,4,860,2,0,560035,56
18,4,2800,3,1,560035,400
18,4,1650,3,2,560035,95
18,4,1190,2,1,560035,70
18,4,1133,2,1,560035,33.99
18,4,1559,3,2,560035,62
18,4,1448,4,0,560035,118
18,4,6652,6,1,560035,510
18,4,976,2,1,560035,50
18,4,1350,4,3,560035,240
18,4,1590,2,2,560035,54
18,4,2940,6,2,560035,201
18,4,1633,3,2,560035,110
18,4,1151,2,2,560035,46
18,4,1400,2,2,560035,42
18,4,1037,2,1,560035,36
18,4,1188,2,1,560035,36
18,4,1060,2,1,560035,52
18,4,2215,4,2,560035,162
18,4,1255,2,2,560035,54.5
18,4,2500,2,1,560035,300
18,4,1075,2,1,560035,53.7
18,4,2569,5,3,560035,180
18,4,900,2,1,560035,27
18,4,1183,2,1,560035,79.54
18,4,1100,2,2,560035,44
18,4,1643,2,2,560035,70
18,4,1500,2,2,560035,120
18,4,1291,2,1,560035,75
18,4,1150,3,2,560035,80
18,4,1060,2,1,560035,55
18,4,1575,2,2,560035,110
18,4,1200,4,1,560035,160
18,4,1700,3,2,560035,55
18,4,1236,2,1,560035,58
18,4,1350,2,2,560035,39
18,4,2475,4,3,560035,326
18,4,3800,6,0,560035,175
18,4,4694,5,0,560035,375
18,4,1200,2,1,560035,34.66
18,4,1200,4,1,560035,75
18,4,1225,2,2,560035,56
18,4,1056,2,1,560035,75
18,4,1240,2,2,560035,42.85
18,4,1200,3,2,560035,74.52
18,4,1850,3,2,560035,110
18,4,3150,4,3,560035,180
18,4,1200,1,0,560035,39.82
18,4,1018,4,1,560035,150
18,4,3520,6,1,560035,460
18,4,1185,2,2,560035,30.22
18,4,918,2,2,560035,56
18,4,1330,2,2,560035,68
18,4,1540,2,3,560035,70
18,4,1200,2,2,560035,80
18,4,927,2,2,560035,37
18,4,1400,2,2,560035,78
18,4,1345,2,2,560035,106
18,4,1900,3,1,560035,400
18,4,1510,2,3,560035,80
18,4,302,2,1,560035,25
18,4,525,0,0,560035,27
18,4,1500,3,1,560035,61.52
18,4,1100,2,2,560035,72
18,4,1200,3,1,560035,68
18,4,1100,3,2,560035,53
18,4,2282,4,0,560035,115
18,4,760,2,1,560035,37.49
18,4,2172,3,0,560035,100
18,4,3800,6,0,560035,390
18,4,600,2,1,560035,72
18,4,3300,3,2,560035,165
18,4,1242,3,1,560035,51
18,4,410,1,1,560035,48
18,4,1245,2,2,560035,43.58
18,4,1088,2,2,560035,44
18,4,1200,2,0,560035,46
18,4,1995,3,1,560035,100
18,4,1309,2,1,560035,82
18,4,1717,3,2,560035,200
18,4,2100,3,2,560035,200
18,4,880,1,0,560035,90
18,4,1200,6,1,560035,95
18,4,1250,3,2,560035,42
18,4,3520,5,2,560035,240
18,4,1041,2,2,560035,54
18,4,1505,2,2,560035,60
18,4,1776,3,2,560035,150
18,4,1767,3,2,560035,89
18,4,1293,2,2,560035,80
18,4,1320,2,1,560035,50
18,4,1280,2,2,560035,68.48
18,4,1245,2,1,560035,83.05
18,4,1027,1,2,560035,44
18,4,1200,2,0,560035,46.17
18,4,1100,3,2,560035,58
18,4,1065,3,1,560035,72
18,4,1814,3,1,560035,129
18,4,1610,2,1,560035,112
18,4,850,1,1,560035,78
18,4,1600,3,3,560035,79
18,4,3200,4,2,560035,140
18,4,1250,2,1,560035,77.13
18,4,1243,2,2,560035,46
18,4,1452,3,3,560035,60.98
18,4,1475,3,3,560035,75
18,4,1353,2,3,560035,75
18,4,2100,3,0,560035,210
18,4,1750,3,2,560035,58
18,4,4800,4,3,560035,550
18,4,1270,2,1,560035,96
18,4,2700,3,0,560035,75
18,4,1200,4,2,560035,270
18,4,2695,4,3,560035,188
18,4,1330,3,2,560035,65
18,4,660,1,0,560035,18
18,4,1400,2,3,560035,90
18,4,4000,5,1,560035,195
18,4,1700,3,2,560035,75
18,4,1585,2,2,560034,90
18,4,1385,3,3,560034,67
18,4,1128,2,1,560034,67
18,4,60,4,2,560034,218
18,4,1200,18,0,560034,200
18,4,1203,2,2,560034,60
18,4,905,2,1,560034,35
18,4,1450,3,2,560034,79
18,4,1105,2,3,560034,38
18,4,1200,2,1,560034,46.13
18,4,1530,2,3,560034,89
18,4,1105,2,1,560034,35.4
18,4,1333,2,1,560034,78.56
18,4,1065,2,2,560034,45
18,4,1350,0,0,560034,8.44
18,4,1243,2,2,560034,46
18,4,1530,3,2,560034,76.34
18,4,1200,2,1,560034,65
18,4,1270,2,1,560034,94
18,4,1830,3,3,560034,89
18,4,900,2,3,560034,35
18,4,2400,2,2,560034,250
18,4,7000,6,2,560034,560
18,4,1450,2,2,560034,78
18,4,1525,3,3,560034,65
18,4,1080,2,1,560034,67
18,4,1220,2,2,560034,72
18,4,1200,2,2,560032,44.4
18,4,2400,3,0,560032,348
18,4,1500,2,2,560032,60
18,4,1355,2,2,560032,95
18,4,1070,2,1,560032,57
18,4,1980,4,1,560032,180
18,4,842,2,2,560032,30
18,4,700,1,1,560032,31.2
18,4,2500,4,0,560032,65
18,4,1884,3,2,560032,95
18,4,1100,2,2,560032,75
18,4,1196,2,2,560032,40.54
18,4,1820,3,2,560032,85
18,4,1200,8,0,560032,145
18,4,1185,2,2,560032,43.5
18,4,2145,3,2,560032,170
18,4,1220,2,1,560032,89
18,4,1116,2,3,560032,51.91
18,4,1192,2,3,560032,75
18,4,1449,3,2,560032,110
18,4,2500,3,1,560032,250
18,4,1700,3,2,560032,90
18,4,1920,3,2,560032,150
18,4,1350,2,0,560032,90
18,4,4800,5,2,560032,350
18,4,1700,3,2,560032,74
18,4,1447,3,2,560032,76
18,4,1329,2,1,560032,107
18,4,1314,2,2,560032,70.44
18,4,1200,3,2,560032,110
18,4,1214,3,0,560032,220
18,4,1513,3,1,560032,103
18,4,1246,2,1,560032,67.5
18,4,705,1,1,560032,65
18,4,1220,2,2,560032,62
18,4,1800,2,1,560032,45
18,4,1400,3,2,560032,75
18,4,1245,2,2,560032,80
18,4,1495,2,1,560032,63
18,4,2000,2,2,560032,275
18,4,996,2,2,560032,36.5
18,4,1000,2,1,560032,44
18,4,1250,2,3,560032,75
18,4,975,2,1,560032,24.86
18,4,1261,2,1,560032,80
18,4,1080,2,2,560032,46
18,4,1230,2,1,560032,50
18,4,982,2,2,560032,25.53
18,4,1260,3,1,560032,49.36
18,4,1590,2,2,560032,135
18,4,1220,2,2,560032,39
18,4,1320,2,1,560032,38.12
18,4,1750,3,2,560032,105
18,4,1436,2,3,560032,62.15
18,4,1200,2,0,560032,66
18,4,1500,2,0,560032,140
18,4,1560,3,2,560032,90
18,4,3758,3,1,560032,300
18,4,1275,2,2,560032,59
18,4,1040,2,2,560032,36.4
18,4,2400,3,2,560032,115
18,4,1500,9,3,560032,230
18,4,3150,5,1,560032,212
18,4,1960,3,2,560032,165
18,4,3200,5,3,560032,309
18,4,1195,2,2,560032,100
18,4,4500,5,2,560032,145
18,4,450,3,1,560032,70
18,4,4304,4,2,560032,699
18,4,648,1,1,560032,40
18,4,2100,3,2,560032,130
18,4,4209,4,2,560032,602
18,4,1027,2,1,560032,44
18,4,1575,4,3,560032,250
18,4,1365,3,1,560032,52.82
18,4,650,1,1,560030,18
18,4,1200,2,1,560030,52
18,4,1100,2,3,560030,90
18,4,1075,2,1,560029,57
18,4,1100,2,1,560029,63
18,4,1320,2,1,560029,58
18,4,1500,3,2,560029,65
18,4,1200,5,1,560029,150
18,4,1125,3,2,560029,126
18,4,1246,2,1,560029,67.5
18,4,1718,3,2,560029,90.2
18,4,1075,2,1,560029,32
18,4,1480,3,1,560029,75.48
18,4,500,1,1,560029,13
18,4,2400,4,1,560029,325
18,4,1200,4,2,560029,125
18,4,1041,2,1,560029,36.44
18,4,1128,2,2,560029,48.4
18,4,1685,3,1,560029,90
18,4,1180,2,2,560029,65
18,4,1200,2,1,560029,60
18,4,1250,3,2,560029,39.5
18,4,900,2,1,560029,41
18,4,1000,2,1,560029,45
18,4,600,2,2,560029,80
18,4,600,3,2,560029,82
18,4,1404,2,1,560029,70
18,4,1610,2,2,560029,115
18,4,1760,2,1,560029,85
18,4,975,2,1,560029,55
18,4,1190,2,2,560029,42
18,4,1110,2,1,560029,46
18,4,2415,3,2,560029,399
18,4,1235,2,2,560029,44.5
18,4,1275,2,3,560029,55
18,4,1115,2,1,560029,115
18,4,1197,2,1,560029,76
18,4,644,1,1,560029,32
18,4,1251,2,3,560029,47
18,4,1105,2,2,560029,30
18,4,1080,2,2,560029,38
18,4,2100,3,1,560029,114
18,4,1600,4,1,560029,200
18,4,1731,3,3,560029,64.11
18,4,1206,2,1,560029,55
18,4,1560,3,2,560029,78
18,4,750,1,2,560029,47
18,4,1035,2,2,560029,90
18,4,1200,6,2,560029,150
18,4,702,1,0,560029,35.8
18,4,1700,3,1,560029,65
18,4,1145,2,2,560029,68.5
18,4,1208,2,2,560029,43.5
18,4,1589,3,2,560029,74
18,4,560,2,1,560029,22
18,4,1426,2,2,560029,61.5
18,4,1885,3,2,560029,135
18,4,935,2,0,560029,37.77
18,4,1171,2,2,560029,73
18,4,1465,2,3,560029,60
18,4,1820,3,2,560029,95
18,4,1580,2,2,560029,66.85
18,4,1452,2,2,560029,46.29
18,4,1445,2,1,560029,89.56
18,4,1170,2,1,560029,39
18,4,1070,2,1,560029,50
18,4,1100,3,2,560029,53
18,4,1140,2,2,560029,56
18,4,2600,3,2,560028,160
18,4,1532,3,2,560028,59.75
18,4,1150,2,1,560028,46
18,4,1473,2,1,560028,85
18,4,1350,3,2,560028,80.99
18,4,4040,4,0,560028,500
18,4,1980,4,2,560028,166
18,4,1660,3,2,560028,128
18,4,2456,7,2,560028,85
18,4,650,2,2,560028,45
18,4,4000,5,2,560028,425
18,4,2475,4,3,560027,340
18,4,1495,3,2,560027,90
18,4,1080,2,1,560027,48
18,4,1521,2,2,560027,57.5
18,4,1053,2,0,560027,51
18,4,2406,5,2,560027,289
18,4,800,5,3,560027,115
18,4,1050,2,1,560027,42
18,4,1430,2,2,560027,51.48
18,4,2400,3,2,560027,12
18,4,1250,3,2,560026,39
18,4,1200,2,1,560026,75
18,4,840,1,1,560026,150
18,4,1000,2,2,560026,39.5
18,4,1630,3,3,560026,68
18,4,985,2,1,560025,40.5
18,4,1200,2,2,560025,70
18,4,1650,3,3,560025,100
18,4,1670,3,2,560025,59
18,4,1200,5,0,560025,205
18,4,1240,4,0,560025,110
18,4,1000,2,2,560025,60
18,4,830,2,2,560025,26
18,4,1200,3,1,560025,56.1
18,4,9600,7,2,560025,2736
18,4,1140,2,2,560025,43
18,4,1635,3,3,560025,85
18,4,1120,2,1,560025,70
18,4,2750,6,3,560025,200
18,4,1760,3,2,560025,185
18,4,2137,3,2,560024,110
18,4,973,2,1,560024,50.74
18,4,1724,3,1,560024,146
18,4,1020,2,2,560024,40.79
18,4,1200,4,3,560024,375
18,4,750,1,1,560024,35
18,4,883,2,1,560024,49
18,4,660,2,0,560024,76
18,4,2787,5,2,560024,220
18,4,1470,2,3,560024,60
18,4,891,2,1,560024,24.95
18,4,1275,2,1,560024,76
18,4,1787,3,2,560024,120
18,4,1730,5,2,560024,75
18,4,1320,2,2,560024,110
18,4,1692,3,3,560024,108
18,4,1400,3,2,560024,69
18,4,1115,2,1,560024,50
18,4,1370,2,2,560024,56
18,4,1602,3,2,560024,56
18,4,793,1,1,560024,40
18,4,675,1,1,560024,35
18,4,3250,4,2,560024,136
18,4,1050,2,3,560024,43
18,4,1035,2,1,560024,42.5
18,4,1200,2,2,560024,44
18,4,1800,3,2,560024,128
18,4,1625,3,2,560024,70
18,4,1032,2,1,560024,31.99
18,4,1496,2,1,560024,71.81
18,4,1100,2,2,560024,38
18,4,1500,3,2,560024,50
18,4,1125,2,1,560024,32.63
18,4,1555,3,3,560024,73
18,4,1025,2,1,560024,42
18,4,1482,2,1,560024,83.73
18,4,1630,2,2,560024,130
18,4,900,2,1,560024,44.5
18,4,1355,2,3,560024,75
18,4,2360,4,2,560024,601
18,4,1200,2,2,560024,45
18,4,1563,3,2,560024,63
18,4,1344,4,1,560024,84
18,4,3000,3,2,560024,400
18,4,812,2,1,560024,42
18,4,1200,2,1,560024,70
18,4,3175,4,1,560024,156
18,4,1360,2,1,560024,101
18,4,1835,3,3,560024,88
18,4,1756,3,2,560024,110
18,4,1296,2,2,560024,51.83
18,4,1300,2,1,560024,75
18,4,1141,2,1,560024,50
18,4,1270,2,2,560024,50.79
18,4,1210,2,1,560024,55
18,4,1310,2,2,560024,67
18,4,1356,5,2,560024,139
18,4,1745,3,2,560024,140
18,4,1200,5,1,560024,125
18,4,1050,2,2,560024,37
18,4,2400,4,3,560024,500
18,4,1140,2,1,560024,34
18,4,1210,2,2,560024,54
18,4,2035,3,2,560024,142
18,4,633,1,1,560024,17.09
18,4,485,1,1,560024,19.5
18,4,1112,2,2,560024,40
18,4,1200,2,0,560024,82
18,4,2275,4,2,560024,187
18,4,1419,3,2,560024,85
18,4,1195,2,0,560024,42.4
18,4,2020,3,3,560024,270
18,4,1047,2,2,560024,91
18,4,1884,4,2,560024,117
18,4,1200,3,2,560024,149
18,4,905,2,1,560024,58
18,4,1500,2,1,560024,108
18,4,850,1,0,560024,50
18,4,1125,2,1,560024,32.49
18,4,1165,2,2,560024,59.8
18,4,933,2,0,560024,55
18,4,1305,2,1,560024,77
18,4,1125,2,1,560024,65
18,4,865,2,2,560024,33
18,4,1245,3,3,560024,66
18,4,8840,2,3,560024,300
18,4,1145,2,2,560024,60
18,4,2000,3,1,560024,90
18,4,625,1,1,560024,43.68
18,4,1724,3,2,560024,128
18,4,400,1,1,560024,75
18,4,1270,2,1,560024,54
18,4,1250,3,2,560024,39.5
18,4,1485,3,2,560024,72
18,4,823,2,1,560024,80
18,4,990,2,2,560024,50
18,4,1200,2,0,560024,66
18,4,1185,2,2,560024,59
18,4,1140,2,1,560024,78
18,4,1950,4,2,560024,120
18,4,1756,3,2,560024,125
18,4,2600,4,2,560024,300
18,4,520,1,1,560024,14.04
18,4,1025,2,1,560024,48
18,4,1216,2,1,560024,72
18,4,1026,2,2,560024,60.8
18,4,3335,4,3,560024,300
18,4,2700,4,2,560024,125
18,4,1411,2,2,560024,60
18,4,1320,2,1,560024,39.6
18,4,1320,2,0,560024,50
18,4,615,4,2,560024,110
18,4,1804,3,2,560024,155
18,4,1140,2,2,560024,46
18,4,1200,4,1,560024,105
18,4,2375,4,2,560024,189
18,4,1750,3,2,560024,120
18,4,960,5,2,560024,130
18,4,1152,2,2,560024,55
18,4,965,2,1,560024,54
18,4,1684,3,1,560024,120
18,4,1672,3,2,560024,86
18,4,1075,2,2,560024,60
18,4,1500,5,2,560024,95
18,4,1464,3,2,560024,56
18,4,1420,2,1,560024,99.26
18,4,750,2,0,560024,40
18,4,1169,2,2,560024,64.08
18,4,1290,2,1,560024,62
18,4,1160,2,2,560024,40.6
18,4,2800,5,3,560024,95
18,4,1500,3,2,560024,70
18,4,1850,3,1,560024,180
18,4,1300,3,2,560024,46
18,4,1310,2,1,560024,37.84
18,4,2750,5,2,560024,550
18,4,2150,3,0,560024,170
18,4,5100,5,3,560024,300
18,4,1300,2,3,560024,69
18,4,1875,2,1,560024,110
18,4,1260,2,1,560024,82
18,4,2500,4,3,560024,100
18,4,1241,2,1,560024,64
18,4,1025,2,2,560024,45.5
18,4,1500,1,0,560024,218
18,4,1070,2,1,560024,60
18,4,815,2,1,560024,40
18,4,2000,3,3,560024,105
18,4,1400,2,1,560024,190
18,4,1740,4,3,560024,175
18,4,1216,2,2,560024,70
18,4,2200,2,1,560024,190
18,4,3500,5,2,560024,450
18,4,970,6,3,560024,105
18,4,3150,7,3,560024,375
18,4,1200,2,0,560024,62
18,4,1026,2,1,560024,50.18
18,4,450,1,1,560024,20
18,4,1205,2,1,560024,45.79
18,4,1368,2,3,560024,87
18,4,420,1,1,560024,12.5
18,4,1270,2,2,560024,42
18,4,614,1,1,560024,28
18,4,1050,2,0,560024,58
18,4,1408,2,2,560024,58
18,4,1223,2,2,560024,42.81
18,4,1507,3,1,560024,80
18,4,1160,2,2,560024,57
18,4,1200,3,1,560024,70
18,4,960,2,3,560024,50
18,4,1021,2,2,560024,46
18,4,2162.03,4,2,560024,129
